,,,,MB-clonallines-nla-karyo-plate1c1_30,MB-clonallines-nla-karyo-plate1c1_38,MB-clonallines-nla-karyo-plate1c1_32,MB-clonallines-nla-karyo-plate1c1_24,MB-clonallines-nla-karyo-plate1c1_34,MB-clonallines-nla-karyo-plate1c1_28,MB-clonallines-nla-karyo-plate1c1_36,MB-clonallines-nla-karyo-plate1c1_26,MB-clonallines-nla-karyo-plate1c1_78,MB-clonallines-nla-karyo-plate1c1_99,MB-clonallines-nla-karyo-plate1c1_27,MB-clonallines-nla-karyo-plate1c1_107,MB-clonallines-nla-karyo-plate1c1_109,MB-clonallines-nla-karyo-plate1c1_33,MB-clonallines-nla-karyo-plate1c1_39,MB-clonallines-nla-karyo-plate1c1_50,MB-clonallines-nla-karyo-plate1c1_144,MB-clonallines-nla-karyo-plate1c1_130,MB-clonallines-nla-karyo-plate1c1_29,MB-clonallines-nla-karyo-plate1c1_58,MB-clonallines-nla-karyo-plate1c1_77,MB-clonallines-nla-karyo-plate1c1_197,MB-clonallines-nla-karyo-plate1c1_105,MB-clonallines-nla-karyo-plate1c1_103,MB-clonallines-nla-karyo-plate1c1_97,MB-clonallines-nla-karyo-plate1c1_111,MB-clonallines-nla-karyo-plate1c1_101,MB-clonallines-nla-karyo-plate1c1_102,MB-clonallines-nla-karyo-plate1c1_48,MB-clonallines-nla-karyo-plate1c1_56,MB-clonallines-nla-karyo-plate1c1_159,MB-clonallines-nla-karyo-plate1c1_35,MB-clonallines-nla-karyo-plate1c1_146,MB-clonallines-nla-karyo-plate1c1_54,MB-clonallines-nla-karyo-plate1c1_75,MB-clonallines-nla-karyo-plate1c1_73,MB-clonallines-nla-karyo-plate1c1_4,MB-clonallines-nla-karyo-plate1c1_125,MB-clonallines-nla-karyo-plate1c1_15,MB-clonallines-nla-karyo-plate1c1_128,MB-clonallines-nla-karyo-plate1c1_131,MB-clonallines-nla-karyo-plate1c1_17,MB-clonallines-nla-karyo-plate1c1_31,MB-clonallines-nla-karyo-plate1c1_81,MB-clonallines-nla-karyo-plate1c1_86,MB-clonallines-nla-karyo-plate1c1_100,MB-clonallines-nla-karyo-plate1c1_148,MB-clonallines-nla-karyo-plate1c1_158,MB-clonallines-nla-karyo-plate1c1_154,MB-clonallines-nla-karyo-plate1c1_52,MB-clonallines-nla-karyo-plate1c1_80,MB-clonallines-nla-karyo-plate1c1_76,MB-clonallines-nla-karyo-plate1c1_98,MB-clonallines-nla-karyo-plate1c1_122,MB-clonallines-nla-karyo-plate1c1_127,MB-clonallines-nla-karyo-plate1c1_1,MB-clonallines-nla-karyo-plate1c1_25,MB-clonallines-nla-karyo-plate1c1_132,MB-clonallines-nla-karyo-plate1c1_8,MB-clonallines-nla-karyo-plate1c1_74,MB-clonallines-nla-karyo-plate1c1_79,MB-clonallines-nla-karyo-plate1c1_85,MB-clonallines-nla-karyo-plate1c1_104,MB-clonallines-nla-karyo-plate1c1_82,MB-clonallines-nla-karyo-plate1c1_156,MB-clonallines-nla-karyo-plate1c1_106,MB-clonallines-nla-karyo-plate1c1_87,MB-clonallines-nla-karyo-plate1c1_168,MB-clonallines-nla-karyo-plate1c1_126,MB-clonallines-nla-karyo-plate1c1_13,MB-clonallines-nla-karyo-plate1c1_20,MB-clonallines-nla-karyo-plate1c1_134,MB-clonallines-nla-karyo-plate1c1_150,MB-clonallines-nla-karyo-plate1c1_120,MB-clonallines-nla-karyo-plate1c1_5,MB-clonallines-nla-karyo-plate1c1_155,MB-clonallines-nla-karyo-plate1c1_84,MB-clonallines-nla-karyo-plate1c1_42,MB-clonallines-nla-karyo-plate1c1_9,MB-clonallines-nla-karyo-plate1c1_37,MB-clonallines-nla-karyo-plate1c1_16,MB-clonallines-nla-karyo-plate1c1_108,MB-clonallines-nla-karyo-plate1c1_96,MB-clonallines-nla-karyo-plate1c1_152,MB-clonallines-nla-karyo-plate1c1_124,MB-clonallines-nla-karyo-plate1c1_72,MB-clonallines-nla-karyo-plate1c1_147,MB-clonallines-nla-karyo-plate1c1_121,MB-clonallines-nla-karyo-plate1c1_157,MB-clonallines-nla-karyo-plate1c1_12,MB-clonallines-nla-karyo-plate1c1_14,MB-clonallines-nla-karyo-plate1c1_235,MB-clonallines-nla-karyo-plate1c1_83,MB-clonallines-nla-karyo-plate1c1_23,MB-clonallines-nla-karyo-plate1c1_133,MB-clonallines-nla-karyo-plate1c1_145,MB-clonallines-nla-karyo-plate1c1_153,MB-clonallines-nla-karyo-plate1c1_18,MB-clonallines-nla-karyo-plate1c1_135,MB-clonallines-nla-karyo-plate1c1_110,MB-clonallines-nla-karyo-plate1c1_6,MB-clonallines-nla-karyo-plate1c1_129
C57BL_6NJ,13,11750000,12000000,2.0,16.0,8.0,14.0,12.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,12000000,12250000,60.0,87.0,111.0,63.0,69.0,26.0,48.0,32.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,12250000,12500000,43.0,58.0,54.0,48.0,56.0,24.0,32.0,50.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,12250000,12500000,14.0,10.0,6.0,4.0,10.0,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,12250000,12500000,2.0,4.0,14.0,4.0,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,12500000,12750000,30.0,14.0,19.0,8.0,14.0,14.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,12500000,12750000,4.0,4.0,14.0,4.0,8.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,12500000,12750000,2.0,4.0,8.0,,4.0,2.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,12750000,13000000,19.0,25.0,22.0,17.0,21.0,14.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,13000000,13250000,6.0,4.0,4.0,8.0,5.0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,13250000,13500000,5.0,20.0,27.0,13.0,17.0,,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,13250000,13500000,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,13500000,13750000,4.0,14.0,14.0,10.0,10.0,12.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,13500000,13750000,41.0,50.0,55.0,44.0,50.0,16.0,21.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,13500000,13750000,8.0,10.0,16.0,14.0,10.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,13750000,14000000,32.0,16.0,35.0,20.0,22.0,8.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,13750000,14000000,10.0,14.0,8.0,10.0,10.0,2.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,13750000,14000000,6.0,8.0,12.0,10.0,6.0,2.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,14000000,14250000,28.0,77.0,72.0,44.0,34.0,16.0,33.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,14000000,14250000,8.0,14.0,6.0,8.0,2.0,4.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,14000000,14250000,6.0,4.0,6.0,2.0,10.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,14250000,14500000,2.0,2.0,6.0,4.0,2.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,14250000,14500000,45.0,56.0,82.0,61.0,65.0,18.0,38.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,14250000,14500000,2.0,6.0,6.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,14500000,14750000,62.0,64.0,78.0,36.0,57.0,24.0,45.0,33.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,14500000,14750000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,14750000,15000000,32.0,37.0,38.0,26.0,19.0,16.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,14750000,15000000,2.0,,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,14750000,15000000,2.0,4.0,6.0,10.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,15000000,15250000,53.0,34.0,50.0,46.0,57.0,16.0,32.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,15250000,15500000,38.0,56.0,72.0,54.0,76.0,20.0,23.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,15250000,15500000,2.0,10.0,4.0,10.0,4.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,15500000,15750000,44.0,76.0,99.0,67.0,100.0,30.0,29.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,15750000,16000000,57.0,82.0,78.0,72.0,45.0,30.0,22.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,16000000,16250000,55.0,76.0,94.0,38.0,56.0,22.0,14.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,16250000,16500000,55.0,37.0,48.0,66.0,45.0,45.0,50.0,40.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,16250000,16500000,2.0,2.0,2.0,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,16500000,16750000,29.0,80.0,61.0,51.0,47.0,19.0,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,16500000,16750000,2.0,4.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,16750000,17000000,45.0,66.0,66.0,44.0,52.0,40.0,45.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,16750000,17000000,4.0,2.0,14.0,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,16750000,17000000,8.0,4.0,,,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,17000000,17250000,8.0,10.0,18.0,12.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,17000000,17250000,29.0,42.0,50.0,39.0,38.0,12.0,17.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,17000000,17250000,10.0,12.0,12.0,20.0,12.0,2.0,4.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,17250000,17500000,35.0,64.0,74.0,46.0,42.0,26.0,22.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,17500000,17750000,54.0,71.0,105.0,71.0,46.0,34.0,35.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,17750000,18000000,61.0,59.0,85.0,64.0,69.0,21.0,33.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,18000000,18250000,40.0,70.0,82.0,48.0,62.0,24.0,32.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,18000000,18250000,8.0,18.0,20.0,12.0,14.0,7.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,18250000,18500000,26.0,48.0,90.0,36.0,41.0,24.0,32.0,44.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,18250000,18500000,20.0,22.0,24.0,20.0,20.0,6.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,18500000,18750000,33.0,71.0,68.0,42.0,28.0,16.0,24.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,18500000,18750000,8.0,6.0,10.0,2.0,10.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,18750000,19000000,18.0,16.0,30.0,14.0,4.0,6.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,18750000,19000000,26.0,42.0,58.0,42.0,31.0,22.0,24.0,51.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,19000000,19250000,26.0,38.0,78.0,40.0,35.0,30.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,19000000,19250000,16.0,24.0,24.0,12.0,14.0,2.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,19250000,19500000,26.0,56.0,51.0,32.0,32.0,15.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,19250000,19500000,2.0,10.0,12.0,20.0,4.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,19500000,19750000,61.0,63.0,74.0,59.0,38.0,36.0,28.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,19500000,19750000,18.0,12.0,30.0,20.0,24.0,4.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,19750000,20000000,35.0,33.0,42.0,18.0,21.0,12.0,26.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,19750000,20000000,10.0,38.0,34.0,22.0,20.0,10.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,20000000,20250000,35.0,58.0,70.0,44.0,66.0,16.0,29.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,20000000,20250000,12.0,30.0,18.0,22.0,28.0,8.0,6.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,20250000,20500000,35.0,57.0,58.0,49.0,39.0,21.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,20250000,20500000,16.0,28.0,32.0,22.0,28.0,12.0,16.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,20500000,20750000,48.0,54.0,45.0,47.0,48.0,25.0,24.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,20500000,20750000,10.0,24.0,28.0,20.0,12.0,10.0,14.0,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,20750000,21000000,35.0,43.0,76.0,31.0,55.0,26.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,20750000,21000000,16.0,26.0,26.0,20.0,22.0,12.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,21000000,21250000,16.0,23.0,24.0,16.0,18.0,10.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,21000000,21250000,22.0,29.0,64.0,26.0,46.0,15.0,26.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,21250000,21500000,12.0,10.0,22.0,6.0,20.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,21250000,21500000,48.0,67.0,73.0,71.0,59.0,41.0,23.0,40.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,21500000,21750000,48.0,66.0,72.0,55.0,40.0,24.0,38.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,21500000,21750000,22.0,40.0,20.0,4.0,32.0,8.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,21750000,22000000,37.0,47.0,62.0,31.0,65.0,22.0,30.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,22000000,22250000,22.0,32.0,41.0,27.0,17.0,15.0,12.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,22000000,22250000,2.0,14.0,4.0,6.0,6.0,6.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,22250000,22500000,32.0,65.0,65.0,41.0,44.0,18.0,23.0,29.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
