sampleName,,,,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_5,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_2,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_6,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_7,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_3,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_4,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_1,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_121,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_43,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_196,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_175,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_331,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_296,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_259,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_167,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_202,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_379,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_283,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_26,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_19,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_21,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_186,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_136,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_161,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_241,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_192,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_36,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_313,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_124,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_112,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_328,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_353,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_303,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_229,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_351,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_253,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_224,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_148,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_300,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_246,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_334,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_215,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_275,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_78,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_269,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_311,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_200,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_213,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_132,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_368,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_89,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_183,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_337,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_71,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_266,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_232,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_376,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_37,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_226,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_42,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_227,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_79,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_157,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_298,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_75,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_150,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_96,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_279,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_48,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_220,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_258,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_99,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_44,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_69,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_95,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_34,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_171,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_346,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_338,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_381,MB-Bulk-Clone5-FACS0806_AHYFGMBGX5_S2_142
11,,65274727,WT,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,76461325,WT,6.0,4.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,76461326,WT,2.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,76461327,WT,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,76461328,WT,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512635,WT,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512638,WT,416.0,1002.0,214.0,408.0,100.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512639,WT,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512640,WT,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512641,WT,,,4.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512642,WT,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512643,WT,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,77512651,WT,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322471,WT,,40.0,278.0,40.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322472,WT,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322473,WT,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322474,WT,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322476,WT,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322479,WT,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,82322481,WT,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,83356592,WT,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,86871244,WT,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,91938114,WT,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,96147390,WT,,8.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,96147392,WT,,38.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,101541353,WT,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,108606968,WT,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114469172,114469176.D,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114469172,WT,,,2.0,,28.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114469206,WT,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114513426,WT,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114513427,WT,582.0,192.0,572.0,142.0,188.0,132.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114513428,WT,2.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114538592,WT,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114555708,WT,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114555709,WT,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114583666,114583877.D,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114583666,WT,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114615947,WT,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114646690,WT,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114646704,WT,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114657450,WT,,2.0,,2.0,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114657482,WT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114665920,WT,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114666022,WT,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114666023,WT,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114666028,WT,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114666172,WT,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676845,"114677057.D,T.114677003.I",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676845,G.114677003.I,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676845,T.114677003.I,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676845,WT,2.0,,12.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676850.D,16.0,2.0,6.0,10.0,54.0,10.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676850.D,A.114677003.I",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676850.D,A.114677004.I",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676850.D,G.114677003.I",,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676850.D,G.114677004.I",4.0,2.0,,2.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676850.D,T.114677003.I",4.0,,6.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676851.D,,2.0,,2.0,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676851.D,G.114677003.I",2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676851.D,T.114677003.I",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676853.D,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676854.D,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676854.D,T.114677003.I",,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676856.D,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676856.D,T.114677003.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676857.D,,,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676857.D,G.114677003.I",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676875.D,G.114677004.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676884.D,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676896.D,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676900.D,114676901.D,114676902.D,114676903.D,114676904.D",2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114676900.D,114676901.D,114676902.D,114676903.D,114676904.D,G.114677004.I",,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114676901.D,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677007.D,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677018.D,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677022.D,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677027.D,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677046.D,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677056.D,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,114677057.D,4.0,,2.0,2.0,4.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114677057.D,A.114677003.I",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114677057.D,G.114677003.I",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114677057.D,G.114677004.I",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"114677057.D,T.114677003.I",2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,A.114676850.I,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,A.114677003.I,6.0,4.0,6.0,10.0,8.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,A.114677004.I,6.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,C.114677002.I,2.0,,6.0,8.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,C.114677004.I,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"G.114676857.I,G.114677003.I",,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"G.114676857.I,T.114677003.I",,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,G.114677003.I,82.0,8.0,66.0,76.0,82.0,26.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,G.114677004.I,108.0,20.0,104.0,98.0,114.0,56.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"G.114677057.I,G.114677059.I,T.114677003.I,T.114677058.I",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,G.114677058.I,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"G.114677058.I,T.114677003.I",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,G.114677059.I,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"G.114677059.I,T.114677003.I",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,T.114676853.I,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,T.114677003.I,104.0,28.0,174.0,476.0,260.0,126.0,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,"T.114677003.I,T.114677054.I",,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,T.114677054.I,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,T.114677058.I,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676846,WT,1000.0,358.0,970.0,1314.0,2232.0,416.0,2186.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676847,A.114677004.I,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676847,G.114677003.I,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676847,G.114677004.I,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,114676847,T.114677003.I,2.0,,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
