sampleName,,,,MB-clonallines-scars-plate1c1_29,MB-clonallines-scars-plate1c1_35,MB-clonallines-scars-plate1c1_37,MB-clonallines-scars-plate1c1_33,MB-clonallines-scars-plate1c1_31,MB-clonallines-scars-plate1c1_39,MB-clonallines-scars-plate1c1_25,MB-clonallines-scars-plate1c1_27,MB-clonallines-scars-plate1c1_13,MB-clonallines-scars-plate1c1_14,MB-clonallines-scars-plate1c1_30,MB-clonallines-scars-plate1c1_2,MB-clonallines-scars-plate1c1_12,MB-clonallines-scars-plate1c1_345,MB-clonallines-scars-plate1c1_86,MB-clonallines-scars-plate1c1_73,MB-clonallines-scars-plate1c1_16,MB-clonallines-scars-plate1c1_235,MB-clonallines-scars-plate1c1_109,MB-clonallines-scars-plate1c1_18,MB-clonallines-scars-plate1c1_7,MB-clonallines-scars-plate1c1_54,MB-clonallines-scars-plate1c1_85,MB-clonallines-scars-plate1c1_60,MB-clonallines-scars-plate1c1_148,MB-clonallines-scars-plate1c1_88,MB-clonallines-scars-plate1c1_107,MB-clonallines-scars-plate1c1_19,MB-clonallines-scars-plate1c1_181,MB-clonallines-scars-plate1c1_17,MB-clonallines-scars-plate1c1_372,MB-clonallines-scars-plate1c1_376,MB-clonallines-scars-plate1c1_6,MB-clonallines-scars-plate1c1_4,MB-clonallines-scars-plate1c1_218,MB-clonallines-scars-plate1c1_23,MB-clonallines-scars-plate1c1_147,MB-clonallines-scars-plate1c1_216,MB-clonallines-scars-plate1c1_303,MB-clonallines-scars-plate1c1_5,MB-clonallines-scars-plate1c1_178,MB-clonallines-scars-plate1c1_8,MB-clonallines-scars-plate1c1_274,MB-clonallines-scars-plate1c1_334,MB-clonallines-scars-plate1c1_333,MB-clonallines-scars-plate1c1_121,MB-clonallines-scars-plate1c1_95,MB-clonallines-scars-plate1c1_40,MB-clonallines-scars-plate1c1_3,MB-clonallines-scars-plate1c1_21,MB-clonallines-scars-plate1c1_117,MB-clonallines-scars-plate1c1_58,MB-clonallines-scars-plate1c1_144,MB-clonallines-scars-plate1c1_293,MB-clonallines-scars-plate1c1_207,MB-clonallines-scars-plate1c1_111,MB-clonallines-scars-plate1c1_61,MB-clonallines-scars-plate1c1_129,MB-clonallines-scars-plate1c1_356,MB-clonallines-scars-plate1c1_36,MB-clonallines-scars-plate1c1_62,MB-clonallines-scars-plate1c1_304,MB-clonallines-scars-plate1c1_143,MB-clonallines-scars-plate1c1_373,MB-clonallines-scars-plate1c1_122,MB-clonallines-scars-plate1c1_97,MB-clonallines-scars-plate1c1_83,MB-clonallines-scars-plate1c1_137,MB-clonallines-scars-plate1c1_24,MB-clonallines-scars-plate1c1_22,MB-clonallines-scars-plate1c1_328,MB-clonallines-scars-plate1c1_197,MB-clonallines-scars-plate1c1_145,MB-clonallines-scars-plate1c1_287,MB-clonallines-scars-plate1c1_190,MB-clonallines-scars-plate1c1_329,MB-clonallines-scars-plate1c1_298,MB-clonallines-scars-plate1c1_10,MB-clonallines-scars-plate1c1_249,MB-clonallines-scars-plate1c1_200,MB-clonallines-scars-plate1c1_32,MB-clonallines-scars-plate1c1_59,MB-clonallines-scars-plate1c1_267,MB-clonallines-scars-plate1c1_353,MB-clonallines-scars-plate1c1_49,MB-clonallines-scars-plate1c1_131,MB-clonallines-scars-plate1c1_256,MB-clonallines-scars-plate1c1_379,MB-clonallines-scars-plate1c1_45,MB-clonallines-scars-plate1c1_52,MB-clonallines-scars-plate1c1_51,MB-clonallines-scars-plate1c1_175,MB-clonallines-scars-plate1c1_9,MB-clonallines-scars-plate1c1_47,MB-clonallines-scars-plate1c1_82,MB-clonallines-scars-plate1c1_280,MB-clonallines-scars-plate1c1_155,MB-clonallines-scars-plate1c1_209,MB-clonallines-scars-plate1c1_79,MB-clonallines-scars-plate1c1_80,MB-clonallines-scars-plate1c1_92,MB-clonallines-scars-plate1c1_75,MB-clonallines-scars-plate1c1_380,MB-clonallines-scars-plate1c1_15,MB-clonallines-scars-plate1c1_159,MB-clonallines-scars-plate1c1_230,MB-clonallines-scars-plate1c1_285,MB-clonallines-scars-plate1c1_125,MB-clonallines-scars-plate1c1_320,MB-clonallines-scars-plate1c1_306,MB-clonallines-scars-plate1c1_243,MB-clonallines-scars-plate1c1_63,MB-clonallines-scars-plate1c1_105,MB-clonallines-scars-plate1c1_180,MB-clonallines-scars-plate1c1_210,MB-clonallines-scars-plate1c1_347,MB-clonallines-scars-plate1c1_290,MB-clonallines-scars-plate1c1_67,MB-clonallines-scars-plate1c1_81,MB-clonallines-scars-plate1c1_265,MB-clonallines-scars-plate1c1_96,MB-clonallines-scars-plate1c1_339,MB-clonallines-scars-plate1c1_227,MB-clonallines-scars-plate1c1_165,MB-clonallines-scars-plate1c1_98,MB-clonallines-scars-plate1c1_118,MB-clonallines-scars-plate1c1_115,MB-clonallines-scars-plate1c1_199,MB-clonallines-scars-plate1c1_130,MB-clonallines-scars-plate1c1_113,MB-clonallines-scars-plate1c1_237,MB-clonallines-scars-plate1c1_374,MB-clonallines-scars-plate1c1_206,MB-clonallines-scars-plate1c1_134,MB-clonallines-scars-plate1c1_76,MB-clonallines-scars-plate1c1_299,MB-clonallines-scars-plate1c1_378,MB-clonallines-scars-plate1c1_313,MB-clonallines-scars-plate1c1_69,MB-clonallines-scars-plate1c1_224,MB-clonallines-scars-plate1c1_154,MB-clonallines-scars-plate1c1_246,MB-clonallines-scars-plate1c1_193,MB-clonallines-scars-plate1c1_215,MB-clonallines-scars-plate1c1_71,MB-clonallines-scars-plate1c1_104,MB-clonallines-scars-plate1c1_89,MB-clonallines-scars-plate1c1_44,MB-clonallines-scars-plate1c1_158,MB-clonallines-scars-plate1c1_53,MB-clonallines-scars-plate1c1_359,MB-clonallines-scars-plate1c1_365,MB-clonallines-scars-plate1c1_20,MB-clonallines-scars-plate1c1_26,MB-clonallines-scars-plate1c1_150,MB-clonallines-scars-plate1c1_170
12,129S1_SvImJ,114682729,114682940.D,1.0,1.0,8.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682766,WT,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682778,WT,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682783,WT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682794,WT,27.0,21.0,115.0,4.0,17.0,38.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114682794,WT,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682795,WT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682799,WT,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704244,WT,21.0,10.0,37.0,27.0,6.0,10.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704244,"114704295.D,114704296.D,114704297.D,114704298.D,114704299.D,114704300.D,114704301.D,114704302.D,114704303.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704244,114704327.D,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704246,WT,26.0,20.0,110.0,46.0,10.0,34.0,5.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704246,114704300.D,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704246,114704327.D,2.0,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704301,WT,2.0,1.0,6.0,7.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704304,WT,1.0,3.0,11.0,6.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704305,WT,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704306,WT,34.0,33.0,98.0,83.0,17.0,29.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114704306,WT,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704316,WT,1.0,,4.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114708745,WT,100.0,95.0,403.0,69.0,56.0,90.0,33.0,28.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114708745,WT,7.0,2.0,30.0,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114708745,WT,74.0,61.0,274.0,123.0,26.0,74.0,26.0,31.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114708745,"114708801.D,114708802.D,114708803.D,114708804.D,114708805.D,114708806.D",5.0,4.0,17.0,3.0,3.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114708745,"114708796.D,114708797.D,114708798.D,114708799.D,114708800.D,114708801.D,114708802.D,114708803.D,114708804.D",1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114708745,114708821.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114708745,114708917.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114708815,WT,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,G.114724081.I,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,WT,10443.0,4276.0,25411.0,1176.0,2499.0,4593.0,1870.0,2279.0,,1.0,1.0,,,,,2.0,,,,,,,2.0,,,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,WT,2952.0,1869.0,10151.0,103.0,830.0,1819.0,661.0,646.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,WT,958.0,811.0,3782.0,700.0,567.0,1189.0,384.0,352.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724019.D,1391.0,4498.0,5061.0,542.0,3134.0,21303.0,2032.0,1099.0,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723920.D,114723921.D,114723922.D,114723923.D,114723924.D,114723925.D,114723926.D,114723927.D,114723928.D",9.0,4.0,34.0,10.0,5.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D",19.0,15.0,50.0,9.0,2.0,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724019.D,164.0,110.0,479.0,41.0,52.0,180.0,48.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724081.D,9.0,6.0,23.0,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723919.D,114723920.D,114723921.D,114723922.D,114723923.D,114723924.D,114723925.D,114723926.D,114723927.D,114723928.D,T.114723917.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114723978.D,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,G.114724077.I,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,"114723917.D,114723918.D,114723919.D,114723920.D,114723921.D,114723922.D,T.114723915.I",6.0,3.0,68.0,1.0,,80.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D,114724019.D",7.0,8.0,24.0,5.0,13.0,84.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D",13.0,5.0,32.0,1.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724085.D,9.0,3.0,15.0,2.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724018.D,4.0,3.0,2.0,1.0,2.0,27.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724080.D,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723920.D,114723921.D,114723922.D,114723923.D,114723924.D,114723925.D,114723926.D,114723927.D,114723928.D,114724019.D",3.0,9.0,18.0,6.0,11.0,56.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723920.D,114723921.D,114723922.D,114723923.D,114723924.D,114723925.D,114723926.D,114723927.D,114723928.D",31.0,20.0,77.0,335.0,9.0,20.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724083.D,7.0,1.0,14.0,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,"G.114724077.I,T.114724076.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723920.D,114723921.D,114723922.D,114723923.D,114723924.D,114723925.D,114723926.D,114723927.D,114723928.D,114724019.D",1.0,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D",5.0,6.0,34.0,5.0,2.0,11.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724084.D,2.0,,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114723905.D,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
