sampleName,,,,MB-clonallines-scars-plate2c1_53,MB-clonallines-scars-plate2c1_51,MB-clonallines-scars-plate2c1_63,MB-clonallines-scars-plate2c1_49,MB-clonallines-scars-plate2c1_59,MB-clonallines-scars-plate2c1_57,MB-clonallines-scars-plate2c1_61,MB-clonallines-scars-plate2c1_55,MB-clonallines-scars-plate2c1_12,MB-clonallines-scars-plate2c1_16,MB-clonallines-scars-plate2c1_98,MB-clonallines-scars-plate2c1_13,MB-clonallines-scars-plate2c1_145,MB-clonallines-scars-plate2c1_14,MB-clonallines-scars-plate2c1_15,MB-clonallines-scars-plate2c1_147,MB-clonallines-scars-plate2c1_35,MB-clonallines-scars-plate2c1_307,MB-clonallines-scars-plate2c1_50,MB-clonallines-scars-plate2c1_79,MB-clonallines-scars-plate2c1_73,MB-clonallines-scars-plate2c1_42,MB-clonallines-scars-plate2c1_47,MB-clonallines-scars-plate2c1_9,MB-clonallines-scars-plate2c1_75,MB-clonallines-scars-plate2c1_19,MB-clonallines-scars-plate2c1_22,MB-clonallines-scars-plate2c1_7,MB-clonallines-scars-plate2c1_146,MB-clonallines-scars-plate2c1_255,MB-clonallines-scars-plate2c1_44,MB-clonallines-scars-plate2c1_11,MB-clonallines-scars-plate2c1_253,MB-clonallines-scars-plate2c1_46,MB-clonallines-scars-plate2c1_10,MB-clonallines-scars-plate2c1_77,MB-clonallines-scars-plate2c1_310,MB-clonallines-scars-plate2c1_356,MB-clonallines-scars-plate2c1_20,MB-clonallines-scars-plate2c1_43,MB-clonallines-scars-plate2c1_121,MB-clonallines-scars-plate2c1_99,MB-clonallines-scars-plate2c1_45,MB-clonallines-scars-plate2c1_109,MB-clonallines-scars-plate2c1_30,MB-clonallines-scars-plate2c1_283,MB-clonallines-scars-plate2c1_33,MB-clonallines-scars-plate2c1_154,MB-clonallines-scars-plate2c1_37,MB-clonallines-scars-plate2c1_217,MB-clonallines-scars-plate2c1_48,MB-clonallines-scars-plate2c1_70,MB-clonallines-scars-plate2c1_303,MB-clonallines-scars-plate2c1_78,MB-clonallines-scars-plate2c1_177,MB-clonallines-scars-plate2c1_329,MB-clonallines-scars-plate2c1_369,MB-clonallines-scars-plate2c1_156,MB-clonallines-scars-plate2c1_26,MB-clonallines-scars-plate2c1_115,MB-clonallines-scars-plate2c1_148,MB-clonallines-scars-plate2c1_214,MB-clonallines-scars-plate2c1_36,MB-clonallines-scars-plate2c1_306,MB-clonallines-scars-plate2c1_286,MB-clonallines-scars-plate2c1_1,MB-clonallines-scars-plate2c1_379,MB-clonallines-scars-plate2c1_72,MB-clonallines-scars-plate2c1_85,MB-clonallines-scars-plate2c1_39,MB-clonallines-scars-plate2c1_263,MB-clonallines-scars-plate2c1_29,MB-clonallines-scars-plate2c1_288,MB-clonallines-scars-plate2c1_21,MB-clonallines-scars-plate2c1_324,MB-clonallines-scars-plate2c1_235,MB-clonallines-scars-plate2c1_245,MB-clonallines-scars-plate2c1_129,MB-clonallines-scars-plate2c1_308,MB-clonallines-scars-plate2c1_327,MB-clonallines-scars-plate2c1_160,MB-clonallines-scars-plate2c1_58,MB-clonallines-scars-plate2c1_40,MB-clonallines-scars-plate2c1_87,MB-clonallines-scars-plate2c1_17,MB-clonallines-scars-plate2c1_81,MB-clonallines-scars-plate2c1_230,MB-clonallines-scars-plate2c1_345,MB-clonallines-scars-plate2c1_343,MB-clonallines-scars-plate2c1_97,MB-clonallines-scars-plate2c1_252,MB-clonallines-scars-plate2c1_113,MB-clonallines-scars-plate2c1_250,MB-clonallines-scars-plate2c1_134,MB-clonallines-scars-plate2c1_280,MB-clonallines-scars-plate2c1_213,MB-clonallines-scars-plate2c1_65,MB-clonallines-scars-plate2c1_372,MB-clonallines-scars-plate2c1_312,MB-clonallines-scars-plate2c1_18,MB-clonallines-scars-plate2c1_225,MB-clonallines-scars-plate2c1_287,MB-clonallines-scars-plate2c1_351,MB-clonallines-scars-plate2c1_251,MB-clonallines-scars-plate2c1_67,MB-clonallines-scars-plate2c1_247,MB-clonallines-scars-plate2c1_348,MB-clonallines-scars-plate2c1_111,MB-clonallines-scars-plate2c1_282,MB-clonallines-scars-plate2c1_122,MB-clonallines-scars-plate2c1_83,MB-clonallines-scars-plate2c1_243,MB-clonallines-scars-plate2c1_277,MB-clonallines-scars-plate2c1_141,MB-clonallines-scars-plate2c1_74,MB-clonallines-scars-plate2c1_181,MB-clonallines-scars-plate2c1_363,MB-clonallines-scars-plate2c1_256,MB-clonallines-scars-plate2c1_274,MB-clonallines-scars-plate2c1_144,MB-clonallines-scars-plate2c1_228,MB-clonallines-scars-plate2c1_143,MB-clonallines-scars-plate2c1_2,MB-clonallines-scars-plate2c1_54,MB-clonallines-scars-plate2c1_161,MB-clonallines-scars-plate2c1_281,MB-clonallines-scars-plate2c1_131,MB-clonallines-scars-plate2c1_23,MB-clonallines-scars-plate2c1_25,MB-clonallines-scars-plate2c1_101,MB-clonallines-scars-plate2c1_249,MB-clonallines-scars-plate2c1_135,MB-clonallines-scars-plate2c1_108,MB-clonallines-scars-plate2c1_269,MB-clonallines-scars-plate2c1_187,MB-clonallines-scars-plate2c1_69,MB-clonallines-scars-plate2c1_117,MB-clonallines-scars-plate2c1_110,MB-clonallines-scars-plate2c1_240,MB-clonallines-scars-plate2c1_212,MB-clonallines-scars-plate2c1_354,MB-clonallines-scars-plate2c1_340,MB-clonallines-scars-plate2c1_66,MB-clonallines-scars-plate2c1_215,MB-clonallines-scars-plate2c1_76,MB-clonallines-scars-plate2c1_210,MB-clonallines-scars-plate2c1_375,MB-clonallines-scars-plate2c1_197,MB-clonallines-scars-plate2c1_105,MB-clonallines-scars-plate2c1_60,MB-clonallines-scars-plate2c1_285,MB-clonallines-scars-plate2c1_242,MB-clonallines-scars-plate2c1_298,MB-clonallines-scars-plate2c1_367,MB-clonallines-scars-plate2c1_204,MB-clonallines-scars-plate2c1_293,MB-clonallines-scars-plate2c1_246,MB-clonallines-scars-plate2c1_166,MB-clonallines-scars-plate2c1_159,MB-clonallines-scars-plate2c1_191,MB-clonallines-scars-plate2c1_294,MB-clonallines-scars-plate2c1_378,MB-clonallines-scars-plate2c1_370,MB-clonallines-scars-plate2c1_313,MB-clonallines-scars-plate2c1_186,MB-clonallines-scars-plate2c1_106,MB-clonallines-scars-plate2c1_163,MB-clonallines-scars-plate2c1_353,MB-clonallines-scars-plate2c1_71,MB-clonallines-scars-plate2c1_4,MB-clonallines-scars-plate2c1_361
12,C57BL_6NJ,114708745,WT,1.0,21.0,2.0,26.0,2.0,4.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114708745,114708903.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114708745,"114708793.D,114708794.D,C.114708788.I,T.114708789.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724080.D,114724081.D,114724082.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724019.D,3919.0,1396.0,1838.0,1275.0,1017.0,914.0,618.0,1043.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724029.D,114724030.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724019.D,26.0,66.0,11.0,61.0,7.0,8.0,28.0,17.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,WT,2185.0,19208.0,2545.0,18236.0,740.0,792.0,6933.0,1623.0,,14.0,,4.0,3.0,,12.0,1.0,,,,,1.0,1.0,,2.0,3.0,,,,,,,3.0,,,1.0,,,,,1.0,,,1.0,,2.0,,,,1.0,,,,10.0,,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,WT,1010.0,5861.0,927.0,5931.0,484.0,544.0,3216.0,616.0,,3.0,,2.0,1.0,1.0,3.0,,,,,,1.0,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723917.D,114723918.D,114723919.D,114723920.D,114723921.D",146.0,7.0,,11.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,WT,213.0,1261.0,240.0,1144.0,84.0,108.0,391.0,163.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,A.114724083.I,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D,114724019.D",4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724018.D,7.0,2.0,1.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723916.D,114723917.D,114723918.D,114723919.D,114723920.D",2.0,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723905.D,114724019.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724020.D,8.0,1.0,4.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723922.D,114723923.D,114723924.D,114723925.D",1.0,63.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,114724081.D,1.0,2.0,,1.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723923.D,114723924.D,114723925.D,114723926.D,114723927.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724031.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723917.D,114723918.D,114723919.D,114723920.D,114723921.D,114724019.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114723924.D,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723923.D,114723924.D,114723925.D",1.0,38.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723917.D,114723918.D,114723919.D,114723920.D,114723921.D,114723922.D,T.114723915.I",1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724085.D,1.0,14.0,2.0,1.0,1.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,C.114723923.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724079.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724050.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724084.D",1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114724016.D,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723952.D,114724019.D",1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724085.D",1.0,2.0,4.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724081.D",1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724083.D",1.0,2.0,,9.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724075.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724078.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724080.D",1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114736342,WT,1.0,39.0,,56.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114736342,WT,1.0,11.0,3.0,11.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,WT,164.0,1591.0,181.0,2277.0,42.0,92.0,332.0,148.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114740505,WT,14.0,217.0,12.0,296.0,1.0,8.0,26.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,"114740590.D,114740591.D,114740597.D,114740598.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,114740561.D,3.0,160.0,1.0,16.0,115.0,4.0,5.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114740505,"114740559.D,114740560.D,114740561.D,114740562.D,114740563.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114740505,WT,3.0,10.0,,10.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114746370,WT,15.0,533.0,11.0,856.0,10.0,5.0,36.0,8.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114746370,WT,11.0,735.0,17.0,1007.0,11.0,12.0,54.0,11.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114746370,WT,8.0,253.0,2.0,405.0,2.0,5.0,10.0,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
